"id","repository_name","home_page","oai_pmh"
1,@RCHIVESIC ,http://archivesic.ccsd.cnrs.fr/,http://archivesic.ccsd.cnrs.fr/oai/oai.php
2,Australian Agriculture and Natural Resource Online: AANRO  ,http://www.aanro.net/HOME.html,
3,Abertay Research Collections,https://repository.abertay.ac.uk/jspui/,http://repository.abertay.ac.uk/oai/request
4,"Academic Archive On-line (Jönköping University, Sweden)",http://www.diva-portal.org/hj/,http://www.diva-portal.org/oai/hj/OAI
5,"Academic Archive On-line (Karlstad University, Sweden)",http://www.diva-portal.org/kau/,http://www.diva-portal.org/oai/kau/OAI
6,"Academic Archive On-line (KTH, Sweden)",http://www.diva-portal.org/kth/,http://www.diva-portal.org/oai/kth/OAI
7,"Academic Archive On-line (Linköping University, Sweden)",http://www.diva-portal.org/liu/,http://www.diva-portal.org/oai/liu/OAI
8,"Academic Archive On-line (Mid Sweden University, Sweden)",http://www.diva-portal.org/miun/,http://www.diva-portal.org/oai/miun/OAI
9,"Academic Archive On-line (Mälardalen University, Sweden)",http://www.diva-portal.org/mdh/,http://www.diva-portal.org/oai/mdh/OAI
10,"Academic Archive On-line (NTNU, Norway)",http://www.diva-portal.org/ntnu/,http://www.diva-portal.org/oai/ntnu/OAI
11,"Academic Archive On-line (Stockholm University, Sweden)",http://www.diva-portal.org/su/,http://www.diva-portal.org/oai/su/OAI
12,"Academic Archive On-line (Södertörn University College, Sweden)",http://www.diva-portal.org/sh/,http://www.diva-portal.org/oai/sh/OAI
13,"Academic Archive On-line (Umeå University, Sweden)",http://www.diva-portal.org/umu/,http://www.diva-portal.org/oai/umu/OAI
14,"Academic Archive On-line (University of Gävle, Sweden)",http://www.diva-portal.org/hig/,http://www.diva-portal.org/oai/hig/OAI
15,"Academic Archive On-line (University of Skövde, Sweden)",http://www.diva-portal.org/his/,http://www.diva-portal.org/oai/his/OAI
16,"Academic Archive On-line (Uppsala University, Sweden)",http://publications.uu.se/,http://www.diva-portal.org/oai/uu/OAI
17,"Academic Archive On-line (Växjö University, Sweden)",http://www.diva-portal.org/vxu/,http://www.diva-portal.org/oai/vxu/OAI
18,"Academic Archive On-line (Örebro University, Sweden)",http://www.diva-portal.org/oru/,http://www.diva-portal.org/oai/oru/OAI
19,Academic Commons,http://digitalcommons.libraries.columbia.edu/,http://digitalcommons.libraries.columbia.edu/cgi/oai2.cgi
20,Acadia Divinity College - Digital Collections,http://divinity.acadiau.ca/dspace/,http://divinity.acadiau.ca/dspace-oai/request
21,Acceda. Documentacion cientifica de la ULPGC en abierto.,http://acceda.ulpgc.es/,http://acceda.ulpgc.es/oai/request
22,Access to Research Resources for Teachers Space,http://gtcni.openrepository.com/gtcni/,http://gtcni.openrepository.com/gtcni-oai/request
23,ACEReSearch,http://research.acer.edu.au/,http://research.acer.edu.au/cgi/oai2.cgi
24,ACS Digital Library,http://dl.acs.org.au/,http://dl.acs.org.au/index.php/index/oai
25,Acta Biológica Paranaense,http://calvados.c3sl.ufpr.br/ojs2/index.php/acta/,
26,Advanced Knowledge Technologies (AKT) EPrints Archive,http://eprints.aktors.org/,http://eprints.aktors.org/perl/oai2
27,African Higher Education Research Online,http://ahero.uwc.ac.za/,http://ahero.uwc.ac.za/lib/oai/oai2.php
28,AgEcon Search: Research in Agricultural and Applied Economics,http://agecon.lib.umn.edu/,http://strip1.oit.umn.edu:8080/dspace_sr-oai/request
29,AgentLink.org | EPrints | AgentLink Publications Clearinghouse,http://eprints.agentlink.org/,http://eprints.agentlink.org/perl/oai2
30,AgSpace: Home,http://agspace.nal.usda.gov/,http://agspace.nal.usda.gov:8080/dspace-oai/request
31,Aisberg - University of Bergamo Institutional Repository,http://aisberg.unibg.it/,http://aisberg.unibg.it/dspace-oai/request
32,Akita University Institutional Repository System (秋田大学学術情報リポジトリ),http://air.lib.akita-u.ac.jp/dspace/,http://air.lib.akita-u.ac.jp/dspace-oai/request
33,ALADIN :Accès Libre aux Archives du Dépôt Institutionnel Numérique de la MSH-Alpes,http://dspace.msh-alpes.prd.fr/,http://dspace.msh-alpes.prd.fr/oai/
34,Aletheia University Institutional Repository : 主頁,http://ir.lib.au.edu.tw/dspace/,http://ir.lib.au.edu.tw/dspace-oai/request
35,"Algoma University College - Algoma U - Sault Ste. Marie, Ontario Canada",http://www.algomau.ca/,
36,Allama Iqbal Library Digital Collection,http://www.kashmiruniversity.net/,http://203.129.216.166/gsdl/cgi-bin/library.exe
37,Alliance Digital Repository,http://adr.coalliance.org/wyu/fez,http://adr.coalliance.org/adrlib/oai.php
38,AMCoR(Asahikawa Medical College Repository),http://amcor.asahikawa-med.ac.jp/,http://amcor.asahikawa-med.ac.jp/modules/xoonips/oai.php
39,American Mineralogist Crystal Structure Database ,http://rruff.geo.arizona.edu/AMS/amcsd.php,
40,American University of Central Asia Open Electronic Library,http://elibrary.auca.kg/dspace/,http://elibrary.auca.kg/dspace-oai/request
41,AMNH Scientific Publications,http://digitallibrary.amnh.org/dspace,http://digitallibrary.amnh.org/dspace-oai/request
42,Amsterdam University Press,http://www.aup.nl/repository,http://dare.uva.nl/cgi/arno/oai/aup
43,AnimalPhysiology-LivestockSystems,http://phy043.tours.inra.fr:8080/,http://phy043.tours.inra.fr:8080/perl/oai2
44,Ankara Üniversitesi Açık Arşivi,http://acikarsiv.ankara.edu.tr/,http://acikarsiv.ankara.edu.tr/oai/oai2.php
45,antbase.org,http://antbase.org/,
46,"Aquaculture, Aquarium, Conservation & Legislation",http://www.bioflux.com.ro/aacl,http://www.bioflux.com.ro/home/volume-1/
47,ARC-NARIMS,http://www.arc.sci.eg/,http://www.arc.sci.eg/OAI/2.0/
48,ARCA - IGC Repository,http://arca.igc.gulbenkian.pt/,http://arca.igc.gulbenkian.pt/oaiextended/request
49,ARCA - Repositório Institucional Fiocruz - ICICT,http://www.arca.fiocruz.br/dspace,http://www.arca.fiocruz.br/dspace-oai/request
50,ArchEnviMat,http://www.archenvimat.pz.cnr.it/,http://www.archenvimat.pz.cnr.it/dspace-oai/request
51,Archie Digital Repository: Home,http://www.kumc.edu/archie,
52,ArchiMeD - Elektronische Publikationen der Universität Mainz,http://archimed.uni-mainz.de/opusubm/archimed-home.html,http://ubm.opus.hbz-nrw.de/phpoai/oai2.php
53,Archimer: Archive de l'Institut francais de recherche pour l'exploitation de la mer,http://archimer.ifremer.fr/,http://www.ifremer.fr/docelec/oai/OAIHandler
448,EEMCS EPrints Service,http://eprints.eemcs.utwente.nl/,http://eprints.eemcs.utwente.nl/perl/oai2
54,Architekturinformatik : Digitale Bibliothek : Verarbeitung : Hauptmenü,http://architektur-informatik.scix.net/,http://architektur-informatik.scix.net/cgi-bin/works/OAI
55,ARCHIVE EDUTICE ,http://archive-edutice.ccsd.cnrs.fr/,http://archive-edutice.ccsd.cnrs.fr/oai/oai.php
56,Archive libre de l'Université Louis Pasteur,http://eprints-scd-ulp.u-strasbg.fr:8080/,http://eprints-scd-ulp.u-strasbg.fr:8080/perl/oai2
57,Archive of European Integration,http://aei.pitt.edu/,http://aei.pitt.edu/perl/oai2
58,Archive Ouverte INRIA,http://hal.inria.fr/,http://hal.inria.fr/oai/oai.php
59,Archive ouverte INSEP,http://archiveouverte.campus-insep.net/,http://archiveouverte.campus-insep.net:81/oaicat/OAIHandler
60,Archive ouverte UNIGE,http://archive-ouverte.unige.ch/,
61,Archive Université Lyon 2,http://thesis.univ-lyon2.fr/,
62,Archives of Veterinary Science,http://calvados.c3sl.ufpr.br/ojs2/index.php/veterinary/index.php,
63,Archivio Istituzionale della Ricerca,http://air.unimi.it/,http://air.unimi.it/dspace-oai/request
64,Archivio Marini ,http://archiviomarini.sp.unipi.it/,http://archiviomarini.sp.unipi.it/perl/oai2
65,e-Archivo. Repositorio Institucional de la Universidad Carlos III de Madrid,http://e-archivo.uc3m.es,http://e-archivo.uc3m.es/dspace-oai/request
66,Archivo Abierto Institucional de la Universidad Rey Juan Carlos,http://eciencia.urjc.es/dspace/,http://eciencia.urjc.es/dspace-oai/request
67,Archivo Digital de la UPM.,http://ad.upm.es/,http://oa.upm.es/perl/oai2/
68,Archivserver der Universitätsbibliothek Marburg,http://archiv.ub.uni-marburg.de/,http://archiv.ub.uni-marburg.de/oai/oai2.php
69,ARENA Publications,http://www.arena.uio.no/publications/,https://bora.uib.no/dspace-oai/request
70,Arias Montano: Repositorio Institucional de la Universidad de Huelva,http://rabida.uhu.es/dspace,http://rabida.uhu.es/dspace-oai/request
71,Aristotle University of Thessaloniki Document Server,http://cds.lib.auth.gr/,http://cds.lib.auth.gr/cgi-bin/cds/oai2d
72,Arquivi­stica.net,http://www.arquivistica.net/ojs/index.php,http://www.arquivistica.net/ojs/oai/
73,ARROW@DIT,http://arrow.dit.ie/index.html,http://arrow.dit.ie/cgi/oai2.cgi
74,arrow@UniSA,http://arrow.unisa.edu.au/,
75,"ARTS repository, University of Groningen, Netherlands",http://arts.eldoc.ub.rug.nl/,http://arts.eldoc.ub.rug.nl/oai/
76,ARTUR-FC,http://artur.univ-fcomte.fr/cgi-ufc/publishing.bibliotheque.pl?langue=ufc,http://artur.univ-fcomte.fr/cgi-oai/oai.pl
77,"arXiv.org e-Print archive (physics, mathematics, related fields)",http://arxiv.org/,http://export.arXiv.org/oai2
78,ASB01 (PURE 3.2.1),http://www.asb.dk/,http://130.226.203.32/ws/OAIHandler
79,ASIAIR,http://asiair.asia.edu.tw/ir/,http://asiair.asia.edu.tw/ir/dspace-oai/request
80,ask23 archivsystem k23,http://ask23.hfbk-hamburg.de/draft/,http://purl.oclc.org/NET/ugent/lib/srepod/oai.ask23.de/static/ask23-oai.xml
81,ASSC publications,http://eprints.assc.caltech.edu/,http://eprints.assc.caltech.edu/perl/oai2
82,Aston University Research Archive,http://eprints.aston.ac.uk/,http://eprints.aston.ac.uk/cgi/oai2
83,Atatürk Üniversitesi Açık Arşivi,http://acikarsiv.atauni.edu.tr/,http://acikarsiv.atauni.edu.tr/oai/oai2.php
84,Atılım Açık Erişim Sistemi,http://acikarsiv.atilim.edu.tr/,http://acikarsiv.atilim.edu.tr/oai/oai2.php
85,AUR Student Working Papers Series,http://www.student-archive.aur.it/,http://www.student-archive.aur.it/cgi/oai2
86,AUSpace at Athabasca University,http://auspace.athabascau.ca/,http://auspace.athabascau.ca/dspace-oai/request
87,Australian Digital Theses Program - CAUL,http://adt.caul.edu.au/,http://adt.caul.edu.au/ETD-db/NDLTD-OAI2/oai.pl
88,The Australian National University,http://openresearch.anu.edu.au/,http://openresearch.anu.edu.au/oai/request
89,Australian Research Online,http://research.nla.gov.au/,http://research.nla.gov.au/oai
90,Austrian Academy of Sciences,http://epub.oeaw.ac.at/,http://epub.oeaw.ac.at/oai
91,avalia-t ,http://avalia-t.sergas.es/,
92,Avian Conservation and Ecology - Écologie et conservation des oiseaux:  ,http://www.ace-eco.org/,http://www.ace-eco.org/oai
93,B-Digital - Universidade Fernando Pessoa,https://bdigital.ufp.pt/dspace/,https://bdigital.ufp.pt/dspace-oai/request
94,B>Quest-a University journal of applied topics in business and economics,http://www.westga.edu/~bquest,
95,Banco Internacional de Objetos Educacionais,http://objetoseducacionais.mec.gov.br/,
96,"Bangabondhu Shekh Mujib Medical University,Bangladesh",www.bsmmuthesis.org,
97,Barrel,http://barrel.ih.otaru-uc.ac.jp/,http://barrel.ih.otaru-uc.ac.jp/dspace-oai/request
98,Base de publications de l'université Paris-Dauphine,http://basepub.dauphine.fr/,http://basepub.dauphine.fr/oai/request
99,BDM,http://bdm.bce.unb.br/,http://bdm.bce.unb.br/dspace-oai/request
100,BEACON eSpace at Jet Propulsion Laboratory,http://trs-new.jpl.nasa.gov/dspace/,http://trs-new.jpl.nasa.gov/dspace/dspace-oai/request
101,Beijing University of Science and Technology: Physics Prints,http://202.204.49.252/ustben/,
102,Belarussian State University Digital Library,http://elib.bsu.by/,
103,Belgorod State University OA-Repository,http://dspace.bsu.edu.ru/,http://dspace.bsu.edu.ru/oai/request
104,Benvenuto su Alm@-DL — Alm@-DL - Biblioteca Digitale dell'Università di Bologna,http://almadl.cib.unibo.it/,
105,Bergen Open Research Archive,https://bora.uib.no/,https://bora.uib.no/dspace-oai/request
106,BGSU DRC Home,http://drc.library.bgsu.edu/,http://drc.library.bgsu.edu/oai/request
107,Bibliopsiquis. El depósito de documentos electrónicos de Psiquiatria.com,http://www.bibliopsiquis.com/,
108,Biblioteca del IBUNAM,http://www.ibiologia.unam.mx/barra/publicaciones/frame.htm,http://biblio68.ibiologia.unam.mx
109,Biblioteca Digital - Autonoma Virtua,http://bohr.cuao.edu.co/dspace/,http://bohr.cuao.edu.co/dspace-oai/request
110,Biblioteca Digital - Universidad de Antioquia,http://tesis.udea.edu.co/dspace/,http://tesis.udea.edu.co/oai/
111,Biblioteca Digital - Universidad Icesi,http://bibliotecadigital.icesi.edu.co/,http://bibliotecadigital.icesi.edu.co/biblioteca_digital-oai/request
112,Biblioteca Digital Ação Educativa,http://www.bdae.org.br/,http://www.bdae.org.br/dspace-oai/request
113,Biblioteca Digital da FLUP,http://ler.letras.up.pt/,
114,Biblioteca Digital de Teses e Dissertacoes (BDTD),http://bdtd.ibict.br/,http://oai.ibict.br/mypoai/oai2.php
115,Biblioteca Digital de Teses e Dissertações,http://www.teses.usp.br/,http://www.teses.usp.br/cgi-bin/oai.pl
116,Biblioteca Digital do Comitê do Itajaí,http://comiteitajai.org.br/dspace,http://sibi.furb.br/dspace-oai/request
117,Biblioteca Digital do Senado Federal,http://www2.senado.gov.br/bdsf/,http://www2.senado.gov.br/bdsf-oai/request
118,Biblioteca Digital | Sistema Integrado de Documentación | UNCuyo,http://bdigital.uncu.edu.ar/,
119,Biblioteca Un Single en Madrid,http://www.singlemadrid.es/notes/Biblioteca_Un_Single_en_Madrid,http://www.openarchives.es/singlemadrid/oai.asp
120,Repositório Digital FGV,http://bibliotecadigital.fgv.br/dspace/,http://bibliotecadigital.fgv.br/dspace-oai
121,Biblioteca Virtual de la Cooperación Internacional,http://www.bvcooperacion.pe/biblioteca,http://www.bvcooperacion.pe/biblioteca-oai/request
122,Biblioteka Cyfrowa Centralnego Ośrodka Doskonalenia Nauczycieli,http://bc.codn.edu.pl/,http://bc.codn.edu.pl/dlibra/oai-pmh-repository.xml
123,Biblioteka Cyfrowa KLF UW,http://bc.klf.uw.edu.pl/,http://bc.klf.uw.edu.pl/cgi/oai2
124,Biblioteka Cyfrowa Politechniki Lubelskiej / Lublin University of Technology Digital Library,http://bc.pollub.pl/,
125,Biblioteka Cyfrowa Politechniki Łódzkiej - eBiPol,http://ebipol.p.lodz.pl/dlibra/,http://ebipol.p.lodz.pl/dlibra/oai-pmh-repository.xml
126,Bibliotheksservice-Zentrum Baden-W&uuml;rttemberg ,http://www.bsz-bw.de/,http://www.bsz-bw.de/cgi-bin/oai20_send.pl
127,Bibliothèque numérique de l'enssib,http://www.enssib.fr/bibliotheque-numerique/,http://www.enssib.fr/bibliotheque-numerique/oai
128,Bibliothèques Virtuelles Humanistes,http://www.bvh.univ-tours.fr/,http://www.bvh.univ-tours.fr/oai2/repositoryOAI.asp
129,BIBLOS - Revista do Departamento de Biblioteconomia e HistÃ³ria,http://www4.furg.br/ojs/biblos/ojs/index.php,
130,Biblos-e Archivo,https://repositorio.uam.es,https://repositorio.uam.es/oai/request
131,"BICTEL/e - ULg - Institutional repository of dissertations and theses  (University of Liege, Belgium)",http://bictel.ulg.ac.be/,http://bictel.ulg.ac.be/ETD-db/OAI/oai.pl
132,BIDILA Biblioteca Digital Lasallista ,http://www.lasallistavirtual.edu.co:81/dspace/,http://www.lasallistavirtual.edu.co:81/dspace/
133,BieColl - Bielefeld Electronic Collections,http://biecoll.ub.uni-bielefeld.de/index.php,http://biecoll.ub.uni-bielefeld.de/oai2/oai2.php
134,Bienvenidos al Repositorio de la UNSa - Repositorio de la Universidad Nacional de Salta - Argentina,http://ediblio.unsa.edu.ar/ ,http://ediblio.unsa.edu.ar/cgi/oai2
135, BieSOn - Bielefelder Server für Online-Publikationen ,http://bieson.ub.uni-bielefeld.de/,http://bieson.ub.uni-bielefeld.de/phpoai/oai2.php
136,"BieTAS - Bielefelder Text Archiv Server (University of Bielefeld, GERMANY)",http://www.ub.uni-bielefeld.de/english/diglib/,http://ubopenac.ub.uni-bielefeld.de/diglib/phpoai/oai2.php
137,Biodiversity Informatics,https://journals.ku.edu/index.php/jbi,https://journals.ku.edu/index.php/index/oai
138,Bioinformation,http://www.bioinformation.net/,
139,BioMed Central (Journals),http://www.biomedcentral.com/,http://www.biomedcentral.com/oai/2.0/
140,BiPrints,http://repositories.ub.uni-bielefeld.de/index.php?la=en,http://repositories.ub.uni-bielefeld.de/biprints/oai2/oai2.php
141,Birkbeck ePrints,http://eprints.bbk.ac.uk/,http://eprints.bbk.ac.uk/perl/oai2
142,Birmingham Eprints Service,http://eprints.bham.ac.uk/,http://eprints.bham.ac.uk/cgi/oai2
143,BN Digital | Bem VindoBiblioteca Nacional igital,http://bnd.bn.pt/,
144,BOA Bicocca Open Archive,http://www.boa.unimib.it/,
145,Boletim Centro de Pesquisa de Processamento de Alimentos,http://calvados.c3sl.ufpr.br/ojs2/index.php/alimentos/,
146,Boletim de Ciências Geodésicas,http://calvados.c3sl.ufpr.br/ojs2/index.php/bcg/,
147,Boletim de Medicina Veterinária,http://www.unipinhal.edu.br/ojs/bolmedvet/,http://www.unipinhal.edu.br/ojs/bolmedvet/oai
148,Boletim Paranaense de Geociências,http://calvados.c3sl.ufpr.br/ojs2/index.php/geociencias/,http://calvados.c3sl.ufpr.br/geociencias/oai/
149,Boloka: Institutional Repository: Potchefstroom Campus,http://dspace.nwu.ac.za/,http://dspace.nwu.ac.za/oai/request
150,BORA - Chr. Michelsen Institute,http://bora.cmi.no/,http://bora.cmi.no/dspace-oai/request
151,Borås Academic Digital Archive (BADA),http://dspace.bib.hb.se/dspace/,http://dspace.bib.hb.se/dspace-oai/request
152,Boston University Digital Research Archive (DRA),http://digilib.bu.edu/dspace/,http://digilib.bu.edu/dspace-oai/request
153,Bournemouth University | Publications,http://eprints.bournemouth.ac.uk/,http://eprints.bournemouth.ac.uk/perl/oai2
154,Bradford Scholars,http://bradscholars.brad.ac.uk/,http://bradscholars.brad.ac.uk/dspace-oai/request
155,Brage: Hovedside,http://brage.bibsys.no/hsh/,http://oai.bibsys.no/repository
156,Brandeis Institutional Repository - Home,http://dcoll.brandeis.edu/,http://dcoll.brandeis.edu/dspace-oai/request
157,Bristol Repository of Scholarly Eprints (ROSE) ,http://rose.bris.ac.uk/,http://rose.bris.ac.uk/dspace-oai/request
158,British Library Research Archive,http://sherpa.bl.uk/,http://sherpa.bl.uk/perl/oai2
159,Brunel University Research Archive (BURA),http://bura.brunel.ac.uk/,http://bura.brunel.ac.uk/oai/request
160,Bucks Knowledge Archive,http://dspace.bucks.ac.uk/dspace/,http://dspace.bucks.ac.uk/dspace-oai/request
161,C.A.B. - University of Messina,http://cab.unime.it/CDSware09/,http://cab.unime.it/CDSware09/oai2d.py/
162,CADAIR: Aberystwyth University repository,http://cadair.aber.ac.uk/,http://cadair.aber.ac.uk/dspace-oai/request
163,Cadernos do Colóquio,http://www.uniriotec.br/jornal/,http://www.uniriotec.br/jornal/oai/
164,California State University Channel Islands Institutional Repository,http://repository.library.csuci.edu/,http://repository.library.csuci.edu/dspace-oai/request
165,Caltech Accelerated Strategic Computing Initiative Technical,http://caltechasci.library.caltech.edu/,http://caltechasci.library.caltech.edu/perl/oai2
166,Caltech Archives Finding Aids Online,http://findingaids.library.caltech.edu/,
167,Caltech Authors - Main,http://authors.library.caltech.edu/,http://authors.library.caltech.edu/perl/oai2
168,Caltech Biological Imaging Center's Frog (Xenopus) Gastrulation,http://clsdemo.library.caltech.edu/,http://clsdemo.library.caltech.edu/perl/oai2
169,Caltech Center for Advanced Computing Research - Main,http://cacr.library.caltech.edu/,http://cacr.library.caltech.edu/perl/oai2
170,Caltech CODA Binary Large Objects and Supplements,http://caltechblob.library.caltech.edu/,http://caltechblob.library.caltech.edu/perl/oai2
171,CalTech Environmental Quality Laboratory Technical Reports,http://caltecheql.library.caltech.edu/,http://caltecheql.library.caltech.edu/perl/oai2
172,Caltech Graduate Aeronautical Laboratories Solid Mechanics,http://caltechgalcitsm.library.caltech.edu/,http://caltechgalcitsm.library.caltech.edu/perl/oai2
173,Caltech Large-Eddy Simulation and Subgrid-Scale Modeling For Turbulent Mixing and Reactive Flows,http://caltechlessgs.library.caltech.edu/,http://caltechlessgs.library.caltech.edu/perl/oai2
174,CalTech WM Keck Laboratory of Hydraulics and Water Resources Technical,http://caltechkhr.library.caltech.edu/,http://caltechkhr.library.caltech.edu/perl/oai2
175,CalTech: Fourth International Symposium on Cavitation cav2001,http://cav2001.library.caltech.edu/,http://cav2001.library.caltech.edu/perl/oai2
176,Caltech: Munger Africana Library Notes,http://caltechmaln.library.caltech.edu/,http://caltechmaln.library.caltech.edu/perl/oai2
177,CaltechBOOK: Books by Caltech Authors,http://caltechbook.library.caltech.edu/,http://caltechbook.library.caltech.edu/perl/oai2
178,CaltechCDSTR: Caltech Control and Dynamical Systems Technical Reports,http://caltechcdstr.library.caltech.edu/,http://caltechcdstr.library.caltech.edu/perl/oai2
179,CaltechCSTR: Caltech Computer Science Technical Reports,http://caltechcstr.library.caltech.edu/,http://caltechcstr.library.caltech.edu/perl/oai2
180,CaltechEERL: Caltech Earthquake Engineering Research Laboratory Technical Reports,http://caltecheerl.library.caltech.edu/,http://caltecheerl.library.caltech.edu/perl/oai2
181,CaltechGALCITFM: Aeronautical Laboratories (Fluid Mechanics) Technical Reports,http://caltechgalcitfm.library.caltech.edu/,http://caltechgalcitfm.library.caltech.edu/perl/oai2
182,CaltechLIB: Caltech Library System Papers and Publications,http://caltechlib.library.caltech.edu/,http://caltechlib.library.caltech.edu/perl/oai2
183,CaltechOH: Caltech Oral Histories,http://oralhistories.library.caltech.edu/,http://oralhistories.library.caltech.edu/perl/oai2
184,CaltechPARADISE: Caltech Parallel and Distributed Systems Group,http://caltechparadise.library.caltech.edu/,http://caltechparadise.library.caltech.edu/perl/oai2
185,CaltechSOLIDS: Caltech Solid Mechanics Research Group,http://caltechsolids.library.caltech.edu/,http://caltechsolids.library.caltech.edu/perl/oai2
186,Cambridge University Computer Science Technical Reports,http://www.cl.cam.ac.uk/TechReports/,http://www.cl.cam.ac.uk/TechReports/UCAM-CL-TR-OAI-SR.xml
187,Cambridge University Engineering Department Publications Database,http://publications.eng.cam.ac.uk/,http://publications.eng.cam.ac.uk/cgi/oai2
188,Campos - Revista de Antropologia Social,http://calvados.c3sl.ufpr.br/ojs2/index.php/campos/,
189,Canadian Breast Cancer Reseach Alliance,https://researchspace.library.utoronto.ca/,
190,Canadian Bulletin of Medical History / Bulletin canadien d'histoire de la médecine,http://www.cbmh.ca/,http://www.cbmh.ca/perl/oai2
191,CAPTURA. Repositorio Academico de la Universidad de Chile,http://www.captura.uchile.cl/,http://www.captura.uchile.cl:8080/oai/request
192,Cardinal Scholar Institutional Repository,http://cardinalscholar.bsu.edu/,http://cardinalscholar.bsu.edu/cgi/oai2
193,Cardrona,http://cardrona.eprints.otago.ac.nz/,http://cardrona.eprints.otago.ac.nz/perl/oai2
194,CARL's ContentDM Welcome page ,http://cgsc.leavenworth.army.mil/carl/contentdm/home.htm,http://cgsc.cdmhost.com/cgi-bin/oai.exe
195,Cartapacio: Universidad Nacional del Centro de la Provincia de Buenos Aires,http://www.cartapacio.org.ar/,http://www.cartapacio.org.ar/oai/index.php
196,CemOA - Cemagref Open Publications,http://cemadoc.cemagref.fr/basepubli.html,http://cemadoc.cemagref.fr/exl-php/oai/serveur/oai2.php
197,Center for the Study of Historical Consciousness,http://www.cshc.ubc.ca/papers.php,http://www.cshc.ubc.ca/oai/
198,Central and Eastern European Marine Repository,http://www.ceemar.org/,http://www.ceemar.org/dspace-oai/request
199,Central Connecticut State University Digital Archive - CCSU,http://eprints.ccsu.edu/,http://eprints.ccsu.edu/perl/oai2
200,Central Connecticut State University Digital Collections,http://content.library.ccsu.edu/,http://content.library.ccsu.edu/cgi-bin/oai.exe
201,Central Economics and Mathematics Institute of Russian Academy of Sciences Institutional OA IR,http://cemi.socionet.ru/oai/ecoorg_org1/oai.xml,http://cemi.socionet.ru/oai/ecoorg_org1/oai.cgi
202,Central European University - Business School,http://gsb.archives.ceu.hu/,http://gsb.archives.ceu.hu/perl/oai2
203,Central European University - Preprint Archive,http://ceu.archives.ceu.hu/,http://ceu.archives.ceu.hu/perl/oai2
204,"Central European University - Research Support Scheme (static archive, no new submissions)",http://rss.archives.ceu.hu/,http://rss.archives.ceu.hu/perl/oai2
205,"Centre de recherche en histoire des sciences et des techniques, équipe du Centre A. Koyré/CRHST (CNRS/EHESS/MNHN/CSI)",http://www.crhst.cnrs.fr/esources/,http://www.hstl.crhst.cnrs.fr/tools/oai/oai2.php
206,Centre for Egyptological Studies - Russian Academy of Science ,http://dawidov.socionet.ru/oai/hmdzwu_1/oai.xml,http://dawidov.socionet.ru/oai/hmdzwu_1/oai.cgi
207,Centre for German Legal Information,http://www.cgerli.org/,
208,Centre for the Humanities dspace,http://www.dspace.humanities.org.ua/dspace/,http://www.dspace.humanities.org.ua/dspace-oai/request
209,Centro de Documentación de FUNDACIÓN MAPFRE,http://www.mapfre.com/documentacion,http://www.mapfre.com/documentacion/publico/i18n/oai/oai.cmd
210,Centro Virtual de Información IICA oficina en Colombia,http://zeus.iica.ac.cr:8090/dspace/,http://zeus.iica.ac.cr:8090/dspace-oai/request
211,CERN Document Server (physics),http://cdsweb.cern.ch/,http://cdsweb.cern.ch/oai2d.py/
212,CESG - Codices Electronici Sangallenses,http://www.cesg.unifr.ch/,
213,Chemistry Preprint Server,http://preprint.chemweb.com/,http://preprint.chemweb.com/CPS/OAI/
214,"Chemistry, Computer Sciences and Mathematics Preprint Archive",http://www.compscipreprints.com/,http://www.compscipreprints.com/comp/OAI/index.htt
215,ChesterRep,http://chesterrep.openrepository.com/cdr,http://chesterrep.openrepository.com/cdr-oai/request
216,Chia Nan University of Pharmacy & Science Institutional Repository (嘉南藥理科技大學機構典藏),http://ir.chna.edu.tw:8080/dspace/,http://ir.chna.edu.tw:8080/dspace-oai/request
217,Chiba University Repository for Access to Outcomes from Research,http://mitizane.ll.chiba-u.jp/curator/,http://mitizane.ll.chiba-u.jp/cgi-bin/oai/oai2.0
218,Chinese Eprint server: qiji.cn,http://www.qiji.cn/eprint/,
219,Chinese Journal of Lung Cancer,http://www.lungca.org/,http://www.lungca.org/index.php?journal=01&page=oai
220,Chung Shan Medical University Institutional Repository,http://ir.lib.csmu.edu.tw:8080/,
221,CiteSeer.PSU OAI,http://citeseer.ist.psu.edu/,http://citeseerx.ist.psu.edu/oai2
222,Citeseerx Scientific Literature Digital Library and Search Engine,http://citeseerx.ist.psu.edu/,http://citeseerx.ist.psu.edu/oai2
223,CITHER : Diffusion électronique des thèses,http://docinsa.insa-lyon.fr/these/index.php,http://docinsa.insa-lyon.fr/oai/oai2.php
224,Ciência & Ensino Online,http://www.ige.unicamp.br/ojs/index.php/cienciaeensino,http://www.ige.unicamp.br/ojs/index.php/cienciaeensino/oai
225,CodeBreakers-Journal,http://www.codebreakers-journal.com/,http://www.codebreakers-journal.com/oai/index.php
226,CogPrints Cognitive Sciences Eprint Archive,http://cogprints.org/,http://cogprints.ecs.soton.ac.uk/perl/oai2
227,Colección de Tesis digitales,http://ciria.udlap.mx/tesis/,http://ict.udlap.mx:9090/Tales/Oai_tesis
228,Community Repository of Fukui (CRFukui): ホーム,http://crf.flib.u-fukui.ac.jp/dspace/,http://crf.flib.u-fukui.ac.jp/dspace-oai/request
